median	mean	cor_Fumagalli	corlowvshigh_Fumagalli	GENE	Gene|EntrezID
6.3764	6.393	0.609217008	low.cor	ZBTB49	ZBTB49|166793
6.37645	6.213	0.905431683	high.cor	BMPR1B	BMPR1B|658
6.3767	6.267	0.552437127	low.cor	RFX2	RFX2|5990
6.37685	6.248	0.523593466	low.cor	USP2	USP2|9099
6.3771	6.365	0.890329271	high.cor	PAQR6	PAQR6|79957
6.37775	6.378	0.641431164	low.cor	ZNF571	ZNF571|51276
6.3781	6.325			SLC38A3	SLC38A3|10991
6.37905	6.195	0.891820067	high.cor	HAGHL	HAGHL|84264
6.3794	6.380	0.796473943	high.cor	EDIL3	EDIL3|10085
6.37955	6.254	0.702164895	high.cor	MAP6D1	MAP6D1|79929
6.3799	6.361	0.907635468	high.cor	CHAC2	CHAC2|494143
6.38015	6.460	0.225045372	low.cor	OSGIN1	OSGIN1|29948
6.38375	6.542	0.760694841	high.cor	ACYP1	ACYP1|97
6.38385	6.190	0.588669951	low.cor	ZNF501	ZNF501|115560
6.3854	6.295	0.585169821	low.cor	KLF7	KLF7|8609
6.3862	6.138	0.882616023	high.cor	TTLL7	TTLL7|79739
6.388	6.417	0.753370495	high.cor	ZDBF2	ZDBF2|57683
6.3893	6.528	0.473165673	low.cor	B4GALNT1	B4GALNT1|2583
6.3895	5.980			PTCHD1	PTCHD1|139411
6.38955	6.283	0.703331605	high.cor	TMC7	TMC7|79905
6.39195	6.294	0.888838475	high.cor	PTPLA	PTPLA|9200
6.3931	6.287	0.269898885	low.cor	CTF1	CTF1|1489
6.39475	6.328			APOC2	APOC2|344
6.39535	6.241			GVIN1	GVIN1|387751
6.39595	6.457	0.858179933	high.cor	DLL1	DLL1|28514
6.39655	6.266	0.665607985	low.cor	RNF217	RNF217|154214
6.3971	6.019			PCSK1N	PCSK1N|27344
6.39755	6.403	0.915089448	high.cor	C17orf97	C17orf97|400566
6.4001	6.424	0.972647135	high.cor	ESR1	ESR1|2099
6.40155	6.363	0.863235675	high.cor	GALNT12	GALNT12|79695
6.4017	6.075	0.763806067	high.cor	GAS2L3	GAS2L3|283431
6.40205	6.272	0.865050557	high.cor	CCR2	CCR2|729230
6.40215	6.442	0.696849883	low.cor	MGC21881	MGC21881|389741
6.405	6.039	0.026575058	low.cor	OTX1	OTX1|5013
6.40505	6.166	0.917941405	high.cor	GNLY	GNLY|10578
6.40515	6.433	0.247300068	low.cor	ADAMTS14	ADAMTS14|140766
6.40675	6.525	0.903681618	high.cor	AGPAT9	AGPAT9|84803
6.4071	6.415			SNHG10	SNHG10|283596
6.40965	6.651			MAOA	MAOA|4128
6.4099	6.380			RASA4P	RASA4P|401331
6.41115	6.363	0.771843402	high.cor	C7orf31	C7orf31|136895
6.41195	6.245	0.572530464	low.cor	CTSW	CTSW|1521
6.4135	6.507	0.959554058	high.cor	AFF3	AFF3|3899
6.41475	6.475	0.555742805	low.cor	LIPE	LIPE|3991
6.41495	6.424	0.63034742	low.cor	ZNF624	ZNF624|57547
6.4156	6.421	0.866087633	high.cor	KLHL29	KLHL29|114818
6.4176	6.359	0.541418201	low.cor	A2LD1	A2LD1|87769
6.41935	6.447	0.644283122	low.cor	OTUB2	OTUB2|78990
6.4206	6.440	0.13663469	low.cor	CCDC134	CCDC134|79879
6.4216	6.419			ZNF121	ZNF121|7675
6.4232	6.329			LRRC37A2	LRRC37A2|474170
6.42425	6.364	0.843855328	high.cor	PRKD1	PRKD1|5587
6.4267	6.455	0.71344309	high.cor	EFR3B	EFR3B|22979
6.4269	6.180	0.099429609	low.cor	PLEKHN1	PLEKHN1|84069
6.42735	6.401	0.438034742	low.cor	ZBTB3	ZBTB3|79842
6.42825	6.441	0.961304122	high.cor	CLDN8	CLDN8|9073
6.4288	6.398			LOC100009676	LOC100009676|100009676
6.43085	6.222	0.797511019	high.cor	FAM184A	FAM184A|79632
6.4316	6.532	0.865904326	high.cor	ADCY1	ADCY1|107
6.4325	6.578	0.810020742	high.cor	LAMA1	LAMA1|284217
6.43305	6.477	0.240277418	low.cor	KIF9	KIF9|64147
6.43315	6.220	0.873995333	high.cor	C5orf35	C5orf35|133383
6.4337	6.471	0.75116671	high.cor	WDR27	WDR27|253769
6.43435	6.488	-0.017598159	low.cor	PGBD3	PGBD3|267004
6.43445	6.292	0.802761213	high.cor	RNF150	RNF150|57484
6.43515	6.406	0.87918071	high.cor	JAM2	JAM2|58494
6.4363	6.077			LOC641298	LOC641298|641298
6.43885	6.357	0.839512575	high.cor	HMBOX1	HMBOX1|79618
6.43885	6.235	0.84333679	high.cor	IL2RA	IL2RA|3559
6.44095	6.170	0.719989629	high.cor	MCTP1	MCTP1|79772
6.4434	6.476	0.562807882	low.cor	ZFYVE28	ZFYVE28|57732
6.4452	6.322	0.644218304	low.cor	KIAA1107	KIAA1107|23285
6.44855	5.738	0.497796215	low.cor	FBN3	FBN3|84467
6.44905	6.338			TMSB15A	TMSB15A|11013
6.4502	6.398	0.850272232	high.cor	TLR3	TLR3|7098
6.4509	6.436	0.59729064	low.cor	TRIM46	TRIM46|80128
6.45135	6.651			LOC401093	LOC401093|401093
6.4522	6.374			GOLGA6L10	GOLGA6L10|647042
6.45245	6.422			FAM86B1	FAM86B1|85002
6.4539	6.310	0.72601763	high.cor	HOXC8	HOXC8|3224
6.457	6.573	-0.095929479	low.cor	CRMP1	CRMP1|1400
6.4574	6.158	0.841781177	high.cor	TMEM63C	TMEM63C|57156
6.45755	6.344	0.710331864	high.cor	AMY2B	AMY2B|280
6.45775	6.457	0.745462795	high.cor	C6orf57	C6orf57|135154
6.45815	6.528	0.884171636	high.cor	NR4A3	NR4A3|8013
6.4589	6.703	0.948664765	high.cor	REEP6	REEP6|92840
6.46065	6.380			ZNF433	ZNF433|163059
6.4608	6.171			DDI2	DDI2|84301
6.46155	6.461	0.824734249	high.cor	COQ10A	COQ10A|93058
6.4618	6.523	0.157376199	low.cor	ZNF778	ZNF778|197320
6.4628	5.994	0.928117708	high.cor	SYT13	SYT13|57586
6.463	6.432	-0.101336489	low.cor	IDI2	IDI2|91734
6.46355	6.382	0.619393311	low.cor	FLT3LG	FLT3LG|2323
6.4642	6.456	0.407441016	low.cor	SNAPC5	SNAPC5|10302
6.46705	6.402	0.780140005	high.cor	GPR176	GPR176|11245
6.4681	6.934	0.921506352	high.cor	FOXA1	FOXA1|3169
6.4691	6.552	0.720961887	high.cor	B3GNTL1	B3GNTL1|146712
6.4693	6.287	0.861420793	high.cor	COL4A4	COL4A4|1286
6.4697	6.530	0.802437127	high.cor	LHX6	LHX6|26468
6.47135	6.590	0.806650246	high.cor	PELI2	PELI2|57161
6.47155	6.280	0.889162562	high.cor	GSDMC	GSDMC|56169
6.4725	6.378	0.777158413	high.cor	ALS2CR8	ALS2CR8|79800
6.473	6.476	0.863170858	high.cor	PIF1	PIF1|80119
6.47525	6.434	0.355716878	low.cor	ST20	ST20|400410
6.4776	6.643	0.889551465	high.cor	AGT	AGT|183
6.4778	6.536	-0.225211065	low.cor	PDE1B	PDE1B|5153
6.47785	6.489	0.177858439	low.cor	PRX	PRX|57716
6.4784	6.452	-0.298353643	low.cor	BRSK1	BRSK1|84446
6.4802	6.489			SLC16A13	SLC16A13|201232
6.4806	6.525	0.728869588	high.cor	ARSJ	ARSJ|79642
6.4814	6.479	0.49325901	low.cor	ATP5S	ATP5S|27109
6.48295	6.531			SDCBP2	SDCBP2|27111
6.48315	6.560			NME2P1	NME2P1|283458
6.48315	6.512	0.842040446	high.cor	ZCWPW1	ZCWPW1|55063
6.486	6.627	0.8975888	high.cor	SLC1A1	SLC1A1|6505
6.48685	6.379	0.706118745	high.cor	FLJ35776	FLJ35776|649446
6.487	6.421	0.415996889	low.cor	KIAA1328	KIAA1328|57536
6.48735	6.399	0.822919367	high.cor	C6orf170	C6orf170|221322
6.4874	6.372	0.110967073	low.cor	ADCY2	ADCY2|108
6.4887	6.466	0.607985481	low.cor	ARSI	ARSI|340075
6.48885	6.431	0.853513093	high.cor	CCDC146	CCDC146|57639
6.49005	6.741	0.774371273	high.cor	PRUNE2	PRUNE2|158471
6.4903	6.474	0.763806067	high.cor	ZNF879	ZNF879|345462
6.4913	6.467	0.679414052	low.cor	CPEB3	CPEB3|22849
6.4918	6.454	0.769509982	high.cor	ADCY4	ADCY4|196883
6.49215	6.619	0.931747472	high.cor	FABP4	FABP4|2167
6.49295	6.672	0.179543687	low.cor	SHF	SHF|90525
6.4931	6.543			LOC284023	LOC284023|284023
6.4933	6.391			CECR7	CECR7|100130418
6.4933	6.486	0.558465128	low.cor	ZNF235	ZNF235|9310
6.4934	6.432	0.227248514	low.cor	MIPOL1	MIPOL1|145282
6.49355	6.538	0.903616801	high.cor	GSDMB	GSDMB|55876
6.4942	6.547	0.855976147	high.cor	RAPGEF4	RAPGEF4|11069
6.4943	6.209	0.708970703	high.cor	C11orf63	C11orf63|79864
6.49605	6.530			LOC645332	LOC645332|645332
6.49625	6.288	0.810604096	high.cor	ART3	ART3|419
6.4969	6.554			GPR89C	GPR89C|728932
6.4974	6.577	0.780917812	high.cor	FABP3	FABP3|2170
6.49775	6.766	0.799649987	high.cor	C8orf84	C8orf84|157869
6.50245	6.717	0.877819549	high.cor	CDH2	CDH2|1000
6.503	6.481	0.69296085	low.cor	ZNF599	ZNF599|148103
6.5052	6.146	0.907441016	high.cor	GRB14	GRB14|2888
6.5052	6.509	0.123023075	low.cor	HCN3	HCN3|57657
6.50665	6.474			KIAA1908	KIAA1908|114796
6.50745	6.354	0.858441558	high.cor	TRIM6	TRIM6|117854
6.50845	6.506	0.824604615	high.cor	SLMO1	SLMO1|10650
6.5093	6.612			TMEM150C	TMEM150C|441027
6.5118	6.542	0.255509463	low.cor	DNAJC18	DNAJC18|202052
6.5123	6.447	0.21694322	low.cor	CLCF1	CLCF1|23529
6.51245	6.527	0.549196267	low.cor	MAP3K12	MAP3K12|7786
6.51305	6.632	0.795890589	high.cor	ADORA3	ADORA3|140
6.51365	6.490	0.887282862	high.cor	PLCL1	PLCL1|5334
6.5151	6.515	0.510630023	low.cor	A1BG	A1BG|1
6.5162	6.432	0.507518797	low.cor	PAOX	PAOX|196743
6.51685	6.446	0.960461499	high.cor	IL33	IL33|90865
6.5177	6.503	0.627754732	low.cor	IMMP1L	IMMP1L|196294
6.5181	6.296	0.51140783	low.cor	C9orf102	C9orf102|375748
6.5203	6.400	0.040575577	low.cor	APOBEC3D	APOBEC3D|140564
6.5208	6.484	0.246629505	low.cor	ATPBD4	ATPBD4|89978
6.52125	6.310	0.752722323	high.cor	EVC2	EVC2|132884
6.5216	6.291	0.869976666	high.cor	NAP1L5	NAP1L5|266812
6.5254	6.540	0.635273529	low.cor	ZNF79	ZNF79|7633
6.52725	6.553			DLEU1	DLEU1|10301
6.52945	6.568	0.845799844	high.cor	PBLD	PBLD|64081
6.53005	6.493			UBE2MP1	UBE2MP1|606551
6.5316	6.525	0.447368421	low.cor	TMEM143	TMEM143|55260
6.53195	6.633	0.823113819	high.cor	ANKRD37	ANKRD37|353322
6.5321	6.436	0.40316308	low.cor	PPM1L	PPM1L|151742
6.53225	6.256	0.154977962	low.cor	NEU3	NEU3|10825
6.53385	6.525	0.95903552	high.cor	GALNTL1	GALNTL1|57452
6.53415	5.969	0.914830179	high.cor	CCL21	CCL21|6366
6.53505	6.531	0.908672543	high.cor	MATN3	MATN3|4148
6.53535	6.575			CENPP	CENPP|401541
6.5386	6.489	0.937645839	high.cor	GPR65	GPR65|8477
6.539	6.681	0.935636505	high.cor	MAPT	MAPT|4137
6.53955	6.481	0.868226601	high.cor	SOCS1	SOCS1|8651
6.53995	6.558	0.877819549	high.cor	SPA17	SPA17|53340
6.54065	6.629	0.337697693	low.cor	MRM1	MRM1|79922
6.54095	6.534	0.839447757	high.cor	ZNF610	ZNF610|162963
6.54115	6.578	0.638838475	low.cor	DNAH1	DNAH1|25981
6.5419	6.396			CCDC74A	CCDC74A|90557
6.5423	6.561			C21orf119	C21orf119|84996
6.54325	6.586	0.936284677	high.cor	CCDC84	CCDC84|338657
6.54425	6.374	0.570456313	low.cor	REL	REL|5966
6.54475	6.508	0.565530205	low.cor	C4orf29	C4orf29|80167
6.54515	6.488	0.913339383	high.cor	NKX3-1	NKX3-1|4824
6.54555	6.600			NME1-NME2	NME1-NME2|654364
6.54585	6.266	0.821493389	high.cor	FOXI1	FOXI1|2299
6.5462	6.468	0.717785844	high.cor	LCA5	LCA5|167691
6.54715	6.605	0.229906663	low.cor	IQCC	IQCC|55721
6.54725	6.598			PLEKHA9	PLEKHA9|51054
6.548	6.530	0.906079855	high.cor	PTGER3	PTGER3|5733
6.54835	6.567			SPIN2B	SPIN2B|474343
6.54925	6.499	0.45391496	low.cor	ZNF471	ZNF471|57573
6.5498	6.395	0.31028001	low.cor	ZMYND15	ZMYND15|84225
6.54985	6.314	0.967072855	high.cor	CD69	CD69|969
6.55205	6.625			RGAG4	RGAG4|340526
6.553	6.555	0.771713767	high.cor	PTCD2	PTCD2|79810
6.55485	6.558	0.2402126	low.cor	C1orf113	C1orf113|79729
6.55545	6.567	0.603901996	low.cor	ZNF383	ZNF383|163087
6.55705	6.834			TRO	TRO|7216
6.5583	6.308	0.628791807	low.cor	NBR2	NBR2|10230
6.55975	6.861			SH3BGR	SH3BGR|6450
6.5624	5.990	0.864920923	high.cor	HOXC11	HOXC11|3227
6.5627	6.453	0.897199896	high.cor	NELL2	NELL2|4753
6.566	6.575	0.753111226	high.cor	AKD1	AKD1|221264
6.566	6.500			LOC100128191	LOC100128191|100128191
6.56625	6.444	0.97601763	high.cor	GZMB	GZMB|3002
6.5677	6.853	0.572011926	low.cor	HSPB6	HSPB6|126393
6.56915	6.517	0.610513352	low.cor	FAM26E	FAM26E|254228
6.56945	6.669	0.827002852	high.cor	SLC27A5	SLC27A5|10998
6.5706	6.322			LOC441666	LOC441666|441666
6.57095	6.585	0.859476277	high.cor	FUT2	FUT2|2524
6.57095	6.523	0.940303345	high.cor	RAB38	RAB38|23682
6.57215	6.341	0.964480166	high.cor	GZMK	GZMK|3003
6.57285	6.447	0.704822401	high.cor	ADORA2B	ADORA2B|136
6.57365	6.489	0.669432201	low.cor	FRK	FRK|2444
6.57395	6.650	0.800622245	high.cor	BBS12	BBS12|166379
6.57615	6.619	0.828104745	high.cor	ZNF789	ZNF789|285989
6.577	6.554			ZNF354B	ZNF354B|117608
6.57725	6.314	0.839642209	high.cor	C2orf72	C2orf72|257407
6.57755	6.597	0.337632875	low.cor	MTRF1	MTRF1|9617
6.57885	6.450	0.753240861	high.cor	VILL	VILL|50853
6.57945	6.562	0.594500887	low.cor	CCDC121	CCDC121|79635
6.58055	6.365	0.862004148	high.cor	ZNF175	ZNF175|7728
6.5812	6.505			TBC1D3B	TBC1D3B|414059
6.5813	6.607	0.260046668	low.cor	HAAO	HAAO|23498
6.5813	6.336	0.95903552	high.cor	IL7R	IL7R|3575
6.58375	6.528	0.9213119	high.cor	NEIL3	NEIL3|55247
6.5845	6.491	0.943544205	high.cor	C5orf46	C5orf46|389336
6.58515	6.544			SYDE2	SYDE2|84144
6.58605	6.572	0.8286881	high.cor	FAM59A	FAM59A|64762
6.5867	6.625	0.911330049	high.cor	NRIP3	NRIP3|56675
6.5875	6.580			TOP1P1	TOP1P1|7151
6.5888	6.531	0.714869069	high.cor	SLC35E4	SLC35E4|339665
6.58925	6.714	0.935506871	high.cor	C16orf45	C16orf45|89927
6.59	6.383	0.84683692	high.cor	ZNF418	ZNF418|147686
6.59055	6.599	0.61965258	low.cor	ATG10	ATG10|83734
6.59255	6.329			ZNF285	ZNF285|26974
6.59365	6.515			PI4KAP2	PI4KAP2|375133
6.5951	6.323	0.823308271	high.cor	ZAP70	ZAP70|7535
6.59755	6.578	0.89058854	high.cor	GRAMD1C	GRAMD1C|54762
6.602	6.509	0.701775992	high.cor	TM6SF1	TM6SF1|53346
6.60205	6.769	0.769574799	high.cor	LYPD1	LYPD1|116372
6.60235	6.503	0.820197044	high.cor	TBC1D10C	TBC1D10C|374403
6.6024	6.496			ZNF204P	ZNF204P|7754
6.6028	6.557	0.800881514	high.cor	ZNF230	ZNF230|7773
6.6033	6.461	0.938747731	high.cor	BIK	BIK|638
6.6037	6.551	0.912885662	high.cor	TNFAIP8L2	TNFAIP8L2|79626
6.6041	6.548	0.790770029	high.cor	CCDC138	CCDC138|165055
6.6041	6.609	0.843920145	high.cor	IMMP2L	IMMP2L|83943
6.60535	6.566	0.417098781	low.cor	SLC17A9	SLC17A9|63910
6.6055	6.583	0.46182266	low.cor	JPH2	JPH2|57158
6.60685	6.507	0.947433238	high.cor	LRP2	LRP2|4036
6.60775	6.491	0.389032927	low.cor	VIPR1	VIPR1|7433
6.6081	6.340	0.62477314	low.cor	YBX2	YBX2|51087
6.6087	6.579			RPL23AP7	RPL23AP7|118433
6.60995	6.607	0.466230231	low.cor	FAM185A	FAM185A|222234
6.60995	6.502	0.886375421	high.cor	PID1	PID1|55022
6.61105	6.612	0.775991703	high.cor	RWDD2A	RWDD2A|112611
6.6119	6.586	0.779945554	high.cor	NSUN7	NSUN7|79730
6.6127	6.660	0.923904589	high.cor	CD72	CD72|971
6.61295	6.615			PMS2CL	PMS2CL|441194
6.61325	6.584	0.525213897	low.cor	STXBP4	STXBP4|252983
6.61355	6.619	0.879764065	high.cor	IGFBP6	IGFBP6|3489
6.61445	5.720			PTPN20B	PTPN20B|26095
6.61585	6.417	0.658478092	low.cor	C7orf58	C7orf58|79974
6.61615	6.536			HHIPL1	HHIPL1|84439
6.6168	6.591	0.383523464	low.cor	C19orf55	C19orf55|148137
6.6182	6.141			KLRG2	KLRG2|346689
6.619	6.508	0.815465388	high.cor	FAM161A	FAM161A|84140
6.62005	6.629	0.72556391	high.cor	ZNF57	ZNF57|126295
6.62225	6.547	0.224786103	low.cor	DTX1	DTX1|1840
6.62375	6.464	0.866995074	high.cor	PSTPIP1	PSTPIP1|9051
6.62415	6.333			CCL4L2	CCL4L2|388372
6.6245	6.636	0.829012186	high.cor	HSPA12B	HSPA12B|116835
6.6245	6.487	0.793881255	high.cor	SLFN12	SLFN12|55106
6.6247	6.540	0.882097485	high.cor	COCH	COCH|1690
6.6262	6.788	0.578752917	low.cor	SCUBE3	SCUBE3|222663
6.62795	6.626	0.893764584	high.cor	CENPK	CENPK|64105
6.6282	6.566			LOC595101	LOC595101|595101
6.6287	6.599	0.830075188	high.cor	NR3C2	NR3C2|4306
6.62885	6.593	0.422413793	low.cor	SLC13A3	SLC13A3|64849
6.6291	6.617	0.5	low.cor	C3orf33	C3orf33|285315
6.63105	6.509	0.819937775	high.cor	CHST6	CHST6|4166
6.6317	6.622	0.489369977	low.cor	ZNF485	ZNF485|220992
6.6321	6.387			FRRS1	FRRS1|391059
6.6324	6.517	0.836725434	high.cor	HHEX	HHEX|3087
6.63295	6.739	0.438164376	low.cor	PLXNA4	PLXNA4|91584
6.63305	6.571	0.808011408	high.cor	LAYN	LAYN|143903
6.63445	6.692	0.726600985	high.cor	ZNF77	ZNF77|58492
6.6367	6.324	0.924423127	high.cor	DARC	DARC|2532
6.6384	6.556	0.965063521	high.cor	SUSD3	SUSD3|203328
6.6387	6.509	0.781760436	high.cor	P4HA3	P4HA3|283208
6.639	6.357	0.909515167	high.cor	CXCR6	CXCR6|10663
6.63985	6.061			LOC642587	LOC642587|642587
6.64095	6.673	0.11291866	low.cor	AMIGO3	AMIGO3|386724
6.64115	6.618	0.762120819	high.cor	PCDHB16	PCDHB16|57717
6.64165	6.545	0.374967591	low.cor	LIME1	LIME1|54923
6.64235	6.530	0.640070003	low.cor	ZNF682	ZNF682|91120
6.64245	6.735	0.751555613	high.cor	ABHD6	ABHD6|57406
6.64315	6.738	0.071623023	low.cor	KCNIP3	KCNIP3|30818
6.64315	6.713			VMAC	VMAC|400673
6.644	6.504	0.961693026	high.cor	NMNAT3	NMNAT3|349565
6.64445	6.802	0.862068966	high.cor	TMEM37	TMEM37|140738
6.64465	6.588	0.875486129	high.cor	FMO4	FMO4|2329
6.6475	6.988	0.804640913	high.cor	CPA4	CPA4|51200
6.64865	6.634	0.7853902	high.cor	C12orf66	C12orf66|144577
6.64915	6.745	0.884366088	high.cor	C13orf33	C13orf33|84935
6.6504	6.683	0.626588022	low.cor	CRADD	CRADD|8738
6.65105	6.325	0.932525279	high.cor	LIPH	LIPH|200879
6.65155	6.516			ZNF813	ZNF813|126017
6.6524	6.696	0.714285714	high.cor	IFI27L1	IFI27L1|122509
6.6529	6.273			P2RY11	P2RY11|5032
6.65365	6.545	0.627430646	low.cor	CHAC1	CHAC1|79094
6.6547	6.682	0.716230231	high.cor	FAM173A	FAM173A|65990
6.655	6.686	0.836012445	high.cor	SERPINI1	SERPINI1|5274
6.65525	6.707	0.547316567	low.cor	GRAP	GRAP|10750
6.65545	6.690	-0.009917034	low.cor	RAPGEF3	RAPGEF3|10411
6.6564	6.618	0.407894737	low.cor	ZNF287	ZNF287|57336
6.6574	6.528			ZNF702P	ZNF702P|79986
6.65975	6.752	0.923710137	high.cor	XDH	XDH|7498
6.6608	6.666	0.878532538	high.cor	SHE	SHE|126669
6.6627	6.573	0.873541613	high.cor	GXYLT2	GXYLT2|727936
6.6628	6.406	0.926756547	high.cor	ITK	ITK|3702
6.66325	6.580	0.848975888	high.cor	POU2F3	POU2F3|25833
6.6634	6.612	0.857661395	high.cor	ACSS3	ACSS3|79611
6.6641	6.701	0.605068706	low.cor	RFXAP	RFXAP|5994
6.66455	6.526			LOC284441	LOC284441|284441
6.6665	6.790	0.61336531	low.cor	HIC1	HIC1|3090
6.6679	6.660			NCRNA00181	NCRNA00181|503538
6.6683	6.550			C8orf51	C8orf51|78998
6.67055	6.470	0.930969666	high.cor	SKAP1	SKAP1|8631
6.672	6.641	0.915024631	high.cor	STAMBPL1	STAMBPL1|57559
6.67415	6.270	0.63501426	low.cor	SYT8	SYT8|90019
6.67475	6.343	0.868421053	high.cor	GOLT1A	GOLT1A|127845
6.67655	6.657			HSPA7	HSPA7|3311
6.67745	6.533	0.186543946	low.cor	CNIH2	CNIH2|254263
6.6776	6.757	0.436932849	low.cor	LENG9	LENG9|94059
6.67855	6.507	0.898885144	high.cor	C4orf19	C4orf19|55286
6.67895	6.725	0.313261602	low.cor	CEACAM19	CEACAM19|56971
6.67895	6.393	0.413274566	low.cor	TTC22	TTC22|55001
6.67905	6.489	0.918006222	high.cor	IL1B	IL1B|3553
6.67955	6.391	0.562807882	low.cor	BICC1	BICC1|80114
6.6816	6.656	0.818771066	high.cor	EME1	EME1|146956
6.6819	6.710			ZNF790	ZNF790|388536
6.68215	6.741	0.834003111	high.cor	C5orf34	C5orf34|375444
6.68235	6.615	0.865309826	high.cor	HLA-G	HLA-G|3135
6.68245	6.653			LOC220930	LOC220930|220930
6.6831	6.749	0.84683692	high.cor	TWIST1	TWIST1|7291
6.68365	6.736	0.764713508	high.cor	C12orf24	C12orf24|29902
6.68375	6.787	0.86336531	high.cor	F12	F12|2161
6.68405	6.585	0.719147005	high.cor	CARD9	CARD9|64170
6.6845	6.561	0.883264195	high.cor	MCOLN2	MCOLN2|255231
6.6849	6.535	0.864143116	high.cor	SP140	SP140|11262
6.68565	6.207	0.774371273	high.cor	CHODL	CHODL|140578
6.68595	6.658	0.765815401	high.cor	LIPT1	LIPT1|51601
6.68645	7.017	0.862068966	high.cor	HEY2	HEY2|23493
6.6874	6.791	0.947109152	high.cor	SCUBE2	SCUBE2|57758
6.6887	6.691	0.766463573	high.cor	CCDC159	CCDC159|126075
6.69005	6.747	0.207479907	low.cor	GIPC3	GIPC3|126326
6.69045	6.606	0.649079596	low.cor	APLF	APLF|200558
6.69145	6.652	0.551983407	low.cor	ZNF653	ZNF653|115950
6.6922	6.621	0.908089188	high.cor	C3orf52	C3orf52|79669
6.69365	6.602			RAI2	RAI2|10742
6.6939	6.587			ZNF788	ZNF788|388507
6.6956	6.691	0.175654654	low.cor	SEMA4G	SEMA4G|57715
6.69645	6.971	0.602670469	low.cor	ACAN	ACAN|176
6.6988	6.607	0.259917034	low.cor	ACBD4	ACBD4|79777
6.69945	6.284	0.210850402	low.cor	CHRM1	CHRM1|1128
6.69955	6.670	0.849818512	high.cor	PCDHB14	PCDHB14|56122
6.7003	6.766	0.945359087	high.cor	LIPG	LIPG|9388
6.70045	6.590	0.572660099	low.cor	LOC441869	LOC441869|441869
6.70105	6.655			LOC100133331	LOC100133331|100133331
6.7019	6.821	0.673256417	low.cor	SLC25A35	SLC25A35|399512
6.702	6.829	0.885143894	high.cor	OLFM1	OLFM1|10439
6.7045	6.733			ACBD7	ACBD7|414149
6.71	6.683	0.724526834	high.cor	HARBI1	HARBI1|283254
6.7102	6.572			LOC400043	LOC400043|400043
6.7108	6.736	0.957155821	high.cor	ATP7B	ATP7B|540
6.7113	6.670	0.534158673	low.cor	C19orf57	C19orf57|79173
6.71435	6.562	0.80982629	high.cor	PPP1R1A	PPP1R1A|5502
6.71495	6.694	0.327262121	low.cor	ADAMTSL2	ADAMTSL2|9719
6.7157	6.747	0.712868892	high.cor	C5orf45	C5orf45|51149
6.7162	6.726	0.467267306	low.cor	MED31	MED31|51003
6.71885	6.643	0.686090226	low.cor	CEP72	CEP72|55722
6.72035	6.886	0.333743842	low.cor	DNHD1	DNHD1|144132
6.7205	6.536	0.908218823	high.cor	AXIN2	AXIN2|8313
6.7212	6.568	0.89966295	high.cor	ST6GAL2	ST6GAL2|84620
6.72315	6.793	0.884625356	high.cor	PPARG	PPARG|5468
6.72355	6.651	0.245462795	low.cor	MAP3K9	MAP3K9|4293
6.72375	6.745			SLC9A7	SLC9A7|84679
6.72525	6.685	0.761148561	high.cor	POLR3G	POLR3G|10622
6.7256	6.742	0.779815919	high.cor	TNFSF4	TNFSF4|7292
6.72705	6.579	0.729193674	high.cor	ADAM28	ADAM28|10863
6.72885	6.646	0.889032927	high.cor	GAMT	GAMT|2593
6.72885	6.694	0.760500389	high.cor	RILP	RILP|83547
6.73015	6.777			UBXN8	UBXN8|7993
6.7302	6.714	0.364726471	low.cor	ALG10	ALG10|84920
6.73185	6.488	0.876847291	high.cor	PTAFR	PTAFR|5724
6.73415	6.660	0.641236712	low.cor	PRSS27	PRSS27|83886
6.73435	6.378	0.479064039	low.cor	TOX	TOX|9760
6.73465	6.686			GTF2IRD2B	GTF2IRD2B|389524
6.7365	6.784			FAM133B	FAM133B|257415
6.73825	6.731	0.509009593	low.cor	ZNF441	ZNF441|126068
6.7383	6.580	0.890005185	high.cor	EDN2	EDN2|1907
6.73835	6.847			NACAP1	NACAP1|83955
6.74125	6.430	0.765880218	high.cor	ZNF502	ZNF502|91392
6.7429	6.769	0.457350272	low.cor	FUT10	FUT10|84750
6.7433	6.720	0.803603837	high.cor	ZNF30	ZNF30|90075
6.74555	6.594	0.865309826	high.cor	CCL22	CCL22|6367
6.7457	6.665	0.734184599	high.cor	GULP1	GULP1|51454
6.746	6.594	-0.142338605	low.cor	ADAMTS10	ADAMTS10|81794
6.7467	6.759			LOC646214	LOC646214|646214
6.7471	6.684	0.58030853	low.cor	PALM2	PALM2|114299
6.74805	6.830	0.871208193	high.cor	ABLIM3	ABLIM3|22885
6.7484	7.161	0.376328753	low.cor	RAD51L1	RAD51L1|5890
6.7495	6.766	0.087308789	low.cor	ZNF324B	ZNF324B|388569
6.75035	6.567	0.63546798	low.cor	COL17A1	COL17A1|1308
6.7506	6.560	0.906015038	high.cor	HRASLS	HRASLS|57110
6.75065	6.852	0.93738657	high.cor	GHR	GHR|2690
6.75075	6.746	0.795372051	high.cor	RHOJ	RHOJ|57381
6.7509	6.665	0.670663728	low.cor	HOXC9	HOXC9|3225
6.75155	6.660	0.658737361	low.cor	KIAA1211	KIAA1211|57482
